_topic_,_term_,_role_,_weight_
anger,restriction,,0.5
fear,restriction,,0.5
negative,restriction,,0.5
sadness,restriction,,0.5
negative,restrictive,,0.5
anticipation,result,,0.5
anticipation,resultant,,0.5
positive,resumption,,0.5
trust,retain,,0.5
anger,retaliate,,0.5
negative,retaliate,,0.5
anger,retaliation,,0.5
fear,retaliation,,0.5
negative,retaliation,,0.5
anger,retaliatory,,0.5
negative,retaliatory,,0.5
disgust,retard,,0.5
fear,retard,,0.5
negative,retard,,0.5
sadness,retard,,0.5
negative,retardation,,0.5
positive,retention,,0.5
fear,reticent,,0.5
negative,reticent,,0.5
anticipation,retirement,,0.5
fear,retirement,,0.5
joy,retirement,,0.5
negative,retirement,,0.5
positive,retirement,,0.5
sadness,retirement,,0.5
trust,retirement,,0.5
negative,retort,,0.5
anger,retract,,0.5
negative,retract,,0.5
negative,retraction,,0.5
fear,retrenchment,,0.5
negative,retrenchment,,0.5
anger,retribution,,0.5
fear,retribution,,0.5
negative,retribution,,0.5
sadness,retribution,,0.5
negative,retrograde,,0.5
anticipation,reunion,,0.5
positive,reunion,,0.5
trust,reunion,,0.5
joy,revel,,0.5
positive,revel,,0.5
joy,revels,,0.5
positive,revels,,0.5
anger,revenge,,0.5
anticipation,revenge,,0.5
fear,revenge,,0.5
negative,revenge,,0.5
surprise,revenge,,0.5
anticipation,revere,,0.5
joy,revere,,0.5
positive,revere,,0.5
trust,revere,,0.5
joy,reverence,,0.5
positive,reverence,,0.5
trust,reverence,,0.5
joy,reverend,,0.5
positive,reverend,,0.5
joy,reverie,,0.5
positive,reverie,,0.5
trust,reverie,,0.5
anger,reversal,,0.5
disgust,reversal,,0.5
negative,reversal,,0.5
surprise,reversal,,0.5
positive,revise,,0.5
anticipation,revival,,0.5
joy,revival,,0.5
positive,revival,,0.5
trust,revival,,0.5
anticipation,revive,,0.5
negative,revive,,0.5
positive,revive,,0.5
negative,revocation,,0.5
anger,revoke,,0.5
disgust,revoke,,0.5
fear,revoke,,0.5
negative,revoke,,0.5
sadness,revoke,,0.5
anger,revolt,,0.5
negative,revolt,,0.5
surprise,revolt,,0.5
anger,revolting,,0.5
disgust,revolting,,0.5
fear,revolting,,0.5
negative,revolting,,0.5
anger,revolution,,0.5
anticipation,revolution,,0.5
fear,revolution,,0.5
negative,revolution,,0.5
positive,revolution,,0.5
sadness,revolution,,0.5
surprise,revolution,,0.5
positive,revolutionary,,0.5
anger,revolver,,0.5
fear,revolver,,0.5
negative,revolver,,0.5
sadness,revolver,,0.5
anger,revulsion,,0.5
disgust,revulsion,,0.5
fear,revulsion,,0.5
negative,revulsion,,0.5
anticipation,reward,,0.5
joy,reward,,0.5
positive,reward,,0.5
surprise,reward,,0.5
trust,reward,,0.5
anger,rheumatism,,0.5
fear,rheumatism,,0.5
negative,rheumatism,,0.5
sadness,rheumatism,,0.5
positive,rhythm,,0.5
joy,rhythmical,,0.5
positive,rhythmical,,0.5
surprise,rhythmical,,0.5
anger,ribbon,,0.5
anticipation,ribbon,,0.5
joy,ribbon,,0.5
positive,ribbon,,0.5
positive,richness,,0.5
negative,rickety,,0.5
surprise,riddle,,0.5
negative,riddled,,0.5
positive,rider,,0.5
anger,ridicule,,0.5
disgust,ridicule,,0.5
negative,ridicule,,0.5
sadness,ridicule,,0.5
anger,ridiculous,,0.5
disgust,ridiculous,,0.5
negative,ridiculous,,0.5
negative,rife,,0.5
anger,rifle,,0.5
fear,rifle,,0.5
negative,rifle,,0.5
negative,rift,,0.5
positive,righteous,,0.5
positive,rightful,,0.5
positive,rightly,,0.5
negative,rigid,,0.5
negative,rigidity,,0.5
disgust,rigor,,0.5
fear,rigor,,0.5
negative,rigor,,0.5
negative,rigorous,,0.5
anger,ringer,,0.5
negative,ringer,,0.5
anger,riot,,0.5
fear,riot,,0.5
negative,riot,,0.5
anger,riotous,,0.5
fear,riotous,,0.5
negative,riotous,,0.5
surprise,riotous,,0.5
positive,ripe,,0.5
anticipation,ripen,,0.5
positive,ripen,,0.5
anticipation,rising,,0.5
joy,rising,,0.5
positive,rising,,0.5
anticipation,risk,,0.5
fear,risk,,0.5
negative,risk,,0.5
anticipation,risky,,0.5
fear,risky,,0.5
negative,risky,,0.5
anger,rivalry,,0.5
negative,rivalry,,0.5
positive,riveting,,0.5
joy,roadster,,0.5
positive,roadster,,0.5
trust,roadster,,0.5
anger,rob,,0.5
disgust,rob,,0.5
fear,rob,,0.5
negative,rob,,0.5
sadness,rob,,0.5
disgust,robber,,0.5
fear,robber,,0.5
negative,robber,,0.5
anger,robbery,,0.5
disgust,robbery,,0.5
fear,robbery,,0.5
negative,robbery,,0.5
sadness,robbery,,0.5
positive,robust,,0.5
positive,rock,,0.5
anger,rocket,,0.5
fear,rod,,0.5
positive,rod,,0.5
trust,rod,,0.5
disgust,rogue,,0.5
negative,rogue,,0.5
joy,rollicking,,0.5
positive,rollicking,,0.5
anticipation,romance,,0.5
fear,romance,,0.5
joy,romance,,0.5
positive,romance,,0.5
sadness,romance,,0.5
surprise,romance,,0.5
trust,romance,,0.5
anticipation,romantic,,0.5
joy,romantic,,0.5
positive,romantic,,0.5
trust,romantic,,0.5
joy,romanticism,,0.5
positive,romanticism,,0.5
joy,romp,,0.5
positive,romp,,0.5
anger,rook,,0.5
disgust,rook,,0.5
negative,rook,,0.5
positive,rooted,,0.5
trust,rooted,,0.5
positive,rosy,,0.5
disgust,rot,,0.5
fear,rot,,0.5
negative,rot,,0.5
sadness,rot,,0.5
positive,rota,,0.5
trust,rota,,0.5
disgust,rotting,,0.5
negative,rotting,,0.5
negative,roughness,,0.5
anticipation,roulette,,0.5
negative,rout,,0.5
positive,routine,,0.5
trust,routine,,0.5
anger,row,,0.5
negative,row,,0.5
negative,rowdy,,0.5
positive,royalty,,0.5
disgust,rubbish,,0.5
negative,rubbish,,0.5
fear,rubble,,0.5
negative,rubble,,0.5
sadness,rubble,,0.5
positive,rubric,,0.5
negative,rue,,0.5
sadness,rue,,0.5
negative,ruffle,,0.5
negative,rugged,,0.5
fear,ruin,,0.5
negative,ruin,,0.5
sadness,ruin,,0.5
anger,ruined,,0.5
disgust,ruined,,0.5
fear,ruined,,0.5
negative,ruined,,0.5
sadness,ruined,,0.5
anger,ruinous,,0.5
disgust,ruinous,,0.5
fear,ruinous,,0.5
negative,ruinous,,0.5
sadness,ruinous,,0.5
fear,rule,,0.5
trust,rule,,0.5
negative,rumor,,0.5
sadness,rumor,,0.5
negative,runaway,,0.5
sadness,runaway,,0.5
fear,rupture,,0.5
negative,rupture,,0.5
sadness,rupture,,0.5
surprise,rupture,,0.5
negative,ruse,,0.5
negative,rust,,0.5
negative,rusty,,0.5
positive,ruth,,0.5
anger,ruthless,,0.5
disgust,ruthless,,0.5
fear,ruthless,,0.5
negative,ruthless,,0.5
anger,saber,,0.5
fear,saber,,0.5
negative,saber,,0.5
anger,sabotage,,0.5
disgust,sabotage,,0.5
fear,sabotage,,0.5
negative,sabotage,,0.5
sadness,sabotage,,0.5
surprise,sabotage,,0.5
disgust,sacrifices,,0.5
fear,sacrifices,,0.5
negative,sacrifices,,0.5
sadness,sacrifices,,0.5
negative,sadly,,0.5
sadness,sadly,,0.5
negative,sadness,,0.5
sadness,sadness,,0.5
trust,sadness,,0.5
joy,safe,,0.5
positive,safe,,0.5
trust,safe,,0.5
positive,safeguard,,0.5
trust,safeguard,,0.5
trust,safekeeping,,0.5
fear,sag,,0.5
negative,sag,,0.5
positive,sage,,0.5
trust,sage,,0.5
anticipation,saint,,0.5
joy,saint,,0.5
positive,saint,,0.5
surprise,saint,,0.5
trust,saint,,0.5
anticipation,saintly,,0.5
joy,saintly,,0.5
positive,saintly,,0.5
surprise,saintly,,0.5
trust,saintly,,0.5
anticipation,salary,,0.5
joy,salary,,0.5
positive,salary,,0.5
trust,salary,,0.5
positive,salient,,0.5
anticipation,saliva,,0.5
surprise,sally,,0.5
anger,saloon,,0.5
joy,salutary,,0.5
positive,salutary,,0.5
trust,salutary,,0.5
joy,salute,,0.5
positive,salute,,0.5
anticipation,salvation,,0.5
joy,salvation,,0.5
positive,salvation,,0.5
trust,salvation,,0.5
positive,salve,,0.5
fear,samurai,,0.5
positive,samurai,,0.5
joy,sanctification,,0.5
positive,sanctification,,0.5
trust,sanctification,,0.5
anticipation,sanctify,,0.5
joy,sanctify,,0.5
positive,sanctify,,0.5
sadness,sanctify,,0.5
surprise,sanctify,,0.5
trust,sanctify,,0.5
anticipation,sanctuary,,0.5
joy,sanctuary,,0.5
positive,sanctuary,,0.5
trust,sanctuary,,0.5
positive,sanguine,,0.5
positive,sanitary,,0.5
negative,sap,,0.5
sadness,sap,,0.5
trust,sappy,,0.5
anger,sarcasm,,0.5
disgust,sarcasm,,0.5
negative,sarcasm,,0.5
sadness,sarcasm,,0.5
fear,sarcoma,,0.5
negative,sarcoma,,0.5
sadness,sarcoma,,0.5
negative,sardonic,,0.5
anger,satanic,,0.5
negative,satanic,,0.5
positive,satin,,0.5
positive,satisfactorily,,0.5
joy,satisfied,,0.5
positive,satisfied,,0.5
disgust,saturated,,0.5
negative,saturated,,0.5
anger,savage,,0.5
fear,savage,,0.5
negative,savage,,0.5
anger,savagery,,0.5
fear,savagery,,0.5
negative,savagery,,0.5
joy,save,,0.5
positive,save,,0.5
trust,save,,0.5
positive,savings,,0.5
anticipation,savor,,0.5
disgust,savor,,0.5
joy,savor,,0.5
positive,savor,,0.5
sadness,savor,,0.5
trust,savor,,0.5
positive,savory,,0.5
positive,savvy,,0.5
negative,scab,,0.5
fear,scaffold,,0.5
negative,scaffold,,0.5
fear,scalpel,,0.5
negative,scalpel,,0.5
negative,scaly,,0.5
fear,scandal,,0.5
negative,scandal,,0.5
anger,scandalous,,0.5
negative,scandalous,,0.5
negative,scanty,,0.5
anger,scapegoat,,0.5
fear,scapegoat,,0.5
negative,scapegoat,,0.5
anger,scar,,0.5
disgust,scar,,0.5
fear,scar,,0.5
negative,scar,,0.5
sadness,scar,,0.5
fear,scarce,,0.5
negative,scarce,,0.5
sadness,scarce,,0.5
negative,scarcely,,0.5
sadness,scarcely,,0.5
anger,scarcity,,0.5
fear,scarcity,,0.5
negative,scarcity,,0.5
sadness,scarcity,,0.5
anger,scare,,0.5
anticipation,scare,,0.5
fear,scare,,0.5
negative,scare,,0.5
surprise,scare,,0.5
fear,scarecrow,,0.5
negative,scarecrow,,0.5
positive,scarecrow,,0.5
negative,scavenger,,0.5
trust,sceptical,,0.5
negative,scheme,,0.5
anger,schism,,0.5
negative,schism,,0.5
anger,schizophrenia,,0.5
disgust,schizophrenia,,0.5
fear,schizophrenia,,0.5
negative,schizophrenia,,0.5
sadness,schizophrenia,,0.5
positive,scholar,,0.5
joy,scholarship,,0.5
positive,scholarship,,0.5
trust,school,,0.5
negative,sciatica,,0.5
positive,scientific,,0.5
trust,scientific,,0.5
anticipation,scientist,,0.5
positive,scientist,,0.5
trust,scientist,,0.5
positive,scintilla,,0.5
anger,scoff,,0.5
disgust,scoff,,0.5
negative,scoff,,0.5
anger,scold,,0.5
disgust,scold,,0.5
fear,scold,,0.5
negative,scold,,0.5
sadness,scold,,0.5
anger,scolding,,0.5
negative,scolding,,0.5
anger,scorching,,0.5
negative,scorching,,0.5
anticipation,score,,0.5
joy,score,,0.5
positive,score,,0.5
surprise,score,,0.5
anger,scorn,,0.5
negative,scorn,,0.5
anger,scorpion,,0.5
disgust,scorpion,,0.5
fear,scorpion,,0.5
negative,scorpion,,0.5
surprise,scorpion,,0.5
negative,scotch,,0.5
anger,scoundrel,,0.5
disgust,scoundrel,,0.5
fear,scoundrel,,0.5
negative,scoundrel,,0.5
trust,scoundrel,,0.5
anger,scourge,,0.5
fear,scourge,,0.5
negative,scourge,,0.5
sadness,scourge,,0.5
negative,scrambling,,0.5
anger,scrapie,,0.5
fear,scrapie,,0.5
negative,scrapie,,0.5
sadness,scrapie,,0.5
anger,scream,,0.5
disgust,scream,,0.5
fear,scream,,0.5
negative,scream,,0.5
surprise,scream,,0.5
anger,screaming,,0.5
disgust,screaming,,0.5
fear,screaming,,0.5
negative,screaming,,0.5
fear,screech,,0.5
negative,screech,,0.5
surprise,screech,,0.5
anger,screwed,,0.5
negative,screwed,,0.5
positive,scribe,,0.5
negative,scrimmage,,0.5
surprise,scrimmage,,0.5
positive,script,,0.5
trust,scripture,,0.5
disgust,scrub,,0.5
negative,scrub,,0.5
positive,scrumptious,,0.5
anticipation,scrutinize,,0.5
negative,scrutinize,,0.5
negative,scrutiny,,0.5
positive,sculpture,,0.5
disgust,scum,,0.5
negative,scum,,0.5
positive,sea,,0.5
positive,seal,,0.5
trust,seal,,0.5
trust,seals,,0.5
negative,sear,,0.5
positive,seasoned,,0.5
negative,secession,,0.5
negative,secluded,,0.5
sadness,secluded,,0.5
fear,seclusion,,0.5
negative,seclusion,,0.5
positive,seclusion,,0.5
negative,secondhand,,0.5
surprise,secrecy,,0.5
trust,secrecy,,0.5
trust,secret,,0.5
positive,secretariat,,0.5
disgust,secrete,,0.5
disgust,secretion,,0.5
negative,secretion,,0.5
negative,secretive,,0.5
anger,sectarian,,0.5
fear,sectarian,,0.5
negative,sectarian,,0.5
anticipation,secular,,0.5
trust,securities,,0.5
anger,sedition,,0.5
negative,sedition,,0.5
sadness,sedition,,0.5
negative,seduce,,0.5
negative,seduction,,0.5
anticipation,seductive,,0.5
anticipation,seek,,0.5
anger,segregate,,0.5
disgust,segregate,,0.5
negative,segregate,,0.5
sadness,segregate,,0.5
negative,segregated,,0.5
fear,seize,,0.5
negative,seize,,0.5
fear,seizure,,0.5
anger,selfish,,0.5
disgust,selfish,,0.5
negative,selfish,,0.5
negative,selfishness,,0.5
trust,senate,,0.5
fear,senile,,0.5
negative,senile,,0.5
sadness,senile,,0.5
positive,seniority,,0.5
trust,seniority,,0.5
joy,sensational,,0.5
positive,sensational,,0.5
positive,sense,,0.5
anger,senseless,,0.5
disgust,senseless,,0.5
fear,senseless,,0.5
negative,senseless,,0.5
sadness,senseless,,0.5
surprise,senseless,,0.5
positive,sensibility,,0.5
positive,sensibly,,0.5
anticipation,sensual,,0.5
joy,sensual,,0.5
negative,sensual,,0.5
positive,sensual,,0.5
surprise,sensual,,0.5
trust,sensual,,0.5
anticipation,sensuality,,0.5
joy,sensuality,,0.5
positive,sensuality,,0.5
joy,sensuous,,0.5
positive,sensuous,,0.5
anger,sentence,,0.5
anticipation,sentence,,0.5
disgust,sentence,,0.5
fear,sentence,,0.5
negative,sentence,,0.5
sadness,sentence,,0.5
positive,sentimental,,0.5
positive,sentimentality,,0.5
positive,sentinel,,0.5
trust,sentinel,,0.5
trust,sentry,,0.5
anger,separatist,,0.5
disgust,separatist,,0.5
negative,separatist,,0.5
fear,sepsis,,0.5
negative,sepsis,,0.5
sadness,sepsis,,0.5
disgust,septic,,0.5
negative,septic,,0.5
anticipation,sequel,,0.5
negative,sequestration,,0.5
sadness,sequestration,,0.5
negative,serene,,0.5
trust,serene,,0.5
anticipation,serenity,,0.5
joy,serenity,,0.5
positive,serenity,,0.5
trust,serenity,,0.5
anticipation,serial,,0.5
trust,series,,0.5
fear,seriousness,,0.5
sadness,seriousness,,0.5
positive,sermon,,0.5
trust,sermon,,0.5
disgust,serpent,,0.5
fear,serpent,,0.5
negative,serpent,,0.5
positive,serum,,0.5
negative,servant,,0.5
trust,servant,,0.5
negative,serve,,0.5
trust,serve,,0.5
disgust,servile,,0.5
fear,servile,,0.5
negative,servile,,0.5
sadness,servile,,0.5
negative,servitude,,0.5
negative,setback,,0.5
sadness,setback,,0.5
fear,settlor,,0.5
positive,settlor,,0.5
negative,sever,,0.5
sadness,severance,,0.5
disgust,sewage,,0.5
negative,sewage,,0.5
disgust,sewer,,0.5
disgust,sewerage,,0.5
negative,sewerage,,0.5
anticipation,sex,,0.5
joy,sex,,0.5
positive,sex,,0.5
trust,sex,,0.5
disgust,shabby,,0.5
negative,shabby,,0.5
disgust,shack,,0.5
negative,shack,,0.5
sadness,shack,,0.5
anger,shackle,,0.5
anticipation,shackle,,0.5
disgust,shackle,,0.5
fear,shackle,,0.5
negative,shackle,,0.5
sadness,shackle,,0.5
fear,shady,,0.5
negative,shady,,0.5
fear,shaking,,0.5
negative,shaking,,0.5
anger,shaky,,0.5
anticipation,shaky,,0.5
fear,shaky,,0.5
negative,shaky,,0.5
anger,sham,,0.5
disgust,sham,,0.5
negative,sham,,0.5
negative,shambles,,0.5
disgust,shame,,0.5
fear,shame,,0.5
negative,shame,,0.5
sadness,shame,,0.5
negative,shameful,,0.5
sadness,shameful,,0.5
disgust,shameless,,0.5
negative,shameless,,0.5
disgust,shanghai,,0.5
fear,shanghai,,0.5
negative,shanghai,,0.5
fear,shank,,0.5
positive,shape,,0.5
positive,shapely,,0.5
anticipation,share,,0.5
joy,share,,0.5
positive,share,,0.5
trust,share,,0.5
negative,shark,,0.5
anger,sharpen,,0.5
anticipation,sharpen,,0.5
anger,shatter,,0.5
fear,shatter,,0.5
negative,shatter,,0.5
sadness,shatter,,0.5
surprise,shatter,,0.5
negative,shattered,,0.5
sadness,shattered,,0.5
negative,shed,,0.5
anger,shell,,0.5
fear,shell,,0.5
negative,shell,,0.5
sadness,shell,,0.5
surprise,shell,,0.5
positive,shelter,,0.5
trust,shelter,,0.5
negative,shelved,,0.5
positive,shepherd,,0.5
trust,shepherd,,0.5
trust,sheriff,,0.5
positive,shine,,0.5
anticipation,shining,,0.5
joy,shining,,0.5
positive,shining,,0.5
anticipation,ship,,0.5
fear,shipwreck,,0.5
negative,shipwreck,,0.5
sadness,shipwreck,,0.5
anger,shit,,0.5
disgust,shit,,0.5
negative,shit,,0.5
anger,shiver,,0.5
anticipation,shiver,,0.5
fear,shiver,,0.5
negative,shiver,,0.5
sadness,shiver,,0.5
anger,shock,,0.5
fear,shock,,0.5
negative,shock,,0.5
surprise,shock,,0.5
surprise,shockingly,,0.5
anger,shoddy,,0.5
disgust,shoddy,,0.5
negative,shoddy,,0.5
anger,shoot,,0.5
fear,shoot,,0.5
negative,shoot,,0.5
fear,shooter,,0.5
anger,shooting,,0.5
fear,shooting,,0.5
negative,shooting,,0.5
trust,shopkeeper,,0.5
anger,shoplifting,,0.5
disgust,shoplifting,,0.5
negative,shoplifting,,0.5
anticipation,shopping,,0.5
joy,shopping,,0.5
positive,shopping,,0.5
surprise,shopping,,0.5
trust,shopping,,0.5
anger,shortage,,0.5
fear,shortage,,0.5
negative,shortage,,0.5
sadness,shortage,,0.5
negative,shortcoming,,0.5
anticipation,shortly,,0.5
anger,shot,,0.5
fear,shot,,0.5
negative,shot,,0.5
sadness,shot,,0.5
surprise,shot,,0.5
positive,shoulder,,0.5
trust,shoulder,,0.5
anger,shout,,0.5
surprise,shout,,0.5
anger,shove,,0.5
negative,shove,,0.5
trust,show,,0.5
negative,showy,,0.5
fear,shrapnel,,0.5
positive,shrewd,,0.5
anger,shriek,,0.5
fear,shriek,,0.5
negative,shriek,,0.5
sadness,shriek,,0.5
surprise,shriek,,0.5
anger,shrill,,0.5
fear,shrill,,0.5
negative,shrill,,0.5
surprise,shrill,,0.5
fear,shrink,,0.5
negative,shrink,,0.5
sadness,shrink,,0.5
sadness,shroud,,0.5
negative,shrunk,,0.5
fear,shudder,,0.5
negative,shudder,,0.5
anger,shun,,0.5
disgust,shun,,0.5
negative,shun,,0.5
sadness,shun,,0.5
trust,sib,,0.5
disgust,sick,,0.5
negative,sick,,0.5
sadness,sick,,0.5
anger,sickening,,0.5
disgust,sickening,,0.5
fear,sickening,,0.5
negative,sickening,,0.5
sadness,sickening,,0.5
disgust,sickly,,0.5
negative,sickly,,0.5
sadness,sickly,,0.5
disgust,sickness,,0.5
fear,sickness,,0.5
negative,sickness,,0.5
sadness,sickness,,0.5
trust,signature,,0.5
anticipation,signify,,0.5
positive,silk,,0.5
joy,silly,,0.5
negative,silly,,0.5
anger,simmer,,0.5
anticipation,simmer,,0.5
anticipation,simmering,,0.5
anticipation,simplify,,0.5
joy,simplify,,0.5
positive,simplify,,0.5
surprise,simplify,,0.5
trust,simplify,,0.5
anger,sin,,0.5
disgust,sin,,0.5
fear,sin,,0.5
negative,sin,,0.5
sadness,sin,,0.5
positive,sincere,,0.5
trust,sincere,,0.5
positive,sincerity,,0.5
anger,sinful,,0.5
disgust,sinful,,0.5
fear,sinful,,0.5
negative,sinful,,0.5
sadness,sinful,,0.5
anticipation,sing,,0.5
joy,sing,,0.5
positive,sing,,0.5
sadness,sing,,0.5
trust,sing,,0.5
positive,singly,,0.5
surprise,singularly,,0.5
anger,sinister,,0.5
disgust,sinister,,0.5
fear,sinister,,0.5
negative,sinister,,0.5
anger,sinner,,0.5
disgust,sinner,,0.5
fear,sinner,,0.5
negative,sinner,,0.5
sadness,sinner,,0.5
disgust,sinning,,0.5
negative,sinning,,0.5
positive,sir,,0.5
trust,sir,,0.5
fear,siren,,0.5
negative,siren,,0.5
negative,sissy,,0.5
anger,sisterhood,,0.5
positive,sisterhood,,0.5
sadness,sisterhood,,0.5
surprise,sisterhood,,0.5
trust,sisterhood,,0.5
anger,sizzle,,0.5
negative,skeptical,,0.5
negative,sketchy,,0.5
anger,skewed,,0.5
anticipation,skewed,,0.5
negative,skewed,,0.5
anger,skid,,0.5
fear,skid,,0.5
negative,skid,,0.5
sadness,skid,,0.5
positive,skilled,,0.5
positive,skillful,,0.5
trust,skillful,,0.5
negative,skip,,0.5
anger,skirmish,,0.5
negative,skirmish,,0.5
positive,sky,,0.5
negative,slack,,0.5
negative,slag,,0.5
anger,slam,,0.5
fear,slam,,0.5
negative,slam,,0.5
surprise,slam,,0.5
anger,slander,,0.5
disgust,slander,,0.5
negative,slander,,0.5
negative,slanderous,,0.5
anger,slap,,0.5
negative,slap,,0.5
surprise,slap,,0.5
anger,slash,,0.5
positive,slate,,0.5
anger,slaughter,,0.5
disgust,slaughter,,0.5
fear,slaughter,,0.5
negative,slaughter,,0.5
sadness,slaughter,,0.5
surprise,slaughter,,0.5
anger,slaughterhouse,,0.5
disgust,slaughterhouse,,0.5
fear,slaughterhouse,,0.5
negative,slaughterhouse,,0.5
sadness,slaughterhouse,,0.5
anger,slaughtering,,0.5
disgust,slaughtering,,0.5
fear,slaughtering,,0.5
negative,slaughtering,,0.5
sadness,slaughtering,,0.5
surprise,slaughtering,,0.5
anger,slave,,0.5
fear,slave,,0.5
negative,slave,,0.5
sadness,slave,,0.5
anger,slavery,,0.5
disgust,slavery,,0.5
fear,slavery,,0.5
negative,slavery,,0.5
sadness,slavery,,0.5
anger,slay,,0.5
negative,slay,,0.5
anger,slayer,,0.5
disgust,slayer,,0.5
fear,slayer,,0.5
negative,slayer,,0.5
sadness,slayer,,0.5
surprise,slayer,,0.5
positive,sleek,,0.5
negative,sleet,,0.5
positive,slender,,0.5
positive,slim,,0.5
disgust,slime,,0.5
disgust,slimy,,0.5
negative,slimy,,0.5
negative,slink,,0.5
negative,slip,,0.5
surprise,slip,,0.5
disgust,slop,,0.5
negative,slop,,0.5
disgust,sloppy,,0.5
negative,sloppy,,0.5
disgust,sloth,,0.5
negative,sloth,,0.5
negative,slouch,,0.5
negative,slough,,0.5
negative,slowness,,0.5
disgust,sludge,,0.5
negative,sludge,,0.5
disgust,slug,,0.5
negative,slug,,0.5
negative,sluggish,,0.5
sadness,sluggish,,0.5
disgust,slum,,0.5
negative,slum,,0.5
negative,slump,,0.5
sadness,slump,,0.5
anger,slur,,0.5
disgust,slur,,0.5
negative,slur,,0.5
sadness,slur,,0.5
disgust,slush,,0.5
negative,slush,,0.5
surprise,slush,,0.5
anger,slut,,0.5
disgust,slut,,0.5
negative,slut,,0.5
anger,sly,,0.5
disgust,sly,,0.5
fear,sly,,0.5
negative,sly,,0.5
anger,smack,,0.5
negative,smack,,0.5
negative,small,,0.5
anger,smash,,0.5
fear,smash,,0.5
negative,smash,,0.5
negative,smashed,,0.5
negative,smattering,,0.5
anger,smell,,0.5
disgust,smell,,0.5
negative,smell,,0.5
disgust,smelling,,0.5
negative,smelling,,0.5
joy,smile,,0.5
positive,smile,,0.5
surprise,smile,,0.5
trust,smile,,0.5
joy,smiling,,0.5
positive,smiling,,0.5
negative,smirk,,0.5
anger,smite,,0.5
fear,smite,,0.5
negative,smite,,0.5
sadness,smite,,0.5
trust,smith,,0.5
positive,smitten,,0.5
negative,smoker,,0.5
positive,smoothness,,0.5
anger,smother,,0.5
negative,smother,,0.5
negative,smudge,,0.5
negative,smug,,0.5
fear,smuggle,,0.5
negative,smuggle,,0.5
anger,smuggler,,0.5
disgust,smuggler,,0.5
fear,smuggler,,0.5
negative,smuggler,,0.5
negative,smuggling,,0.5
disgust,smut,,0.5
fear,smut,,0.5
negative,smut,,0.5
negative,snag,,0.5
surprise,snag,,0.5
negative,snags,,0.5
disgust,snake,,0.5
fear,snake,,0.5
negative,snake,,0.5
fear,snare,,0.5
negative,snare,,0.5
anger,snarl,,0.5
disgust,snarl,,0.5
negative,snarl,,0.5
anger,snarling,,0.5
negative,snarling,,0.5
anger,sneak,,0.5
fear,sneak,,0.5
negative,sneak,,0.5
surprise,sneak,,0.5
anticipation,sneaking,,0.5
fear,sneaking,,0.5
negative,sneaking,,0.5
trust,sneaking,,0.5
anger,sneer,,0.5
disgust,sneer,,0.5
negative,sneer,,0.5
disgust,sneeze,,0.5
negative,sneeze,,0.5
surprise,sneeze,,0.5
positive,snicker,,0.5
negative,snide,,0.5
negative,snob,,0.5
sadness,snort,,0.5
negative,soak,,0.5
negative,sob,,0.5
sadness,sob,,0.5
positive,sobriety,,0.5
trust,sobriety,,0.5
positive,sociable,,0.5
disgust,socialism,,0.5
fear,socialism,,0.5
anger,socialist,,0.5
disgust,socialist,,0.5
fear,socialist,,0.5
negative,socialist,,0.5
sadness,socialist,,0.5
disgust,soil,,0.5
negative,soil,,0.5
disgust,soiled,,0.5
negative,soiled,,0.5
positive,solace,,0.5
anger,soldier,,0.5
positive,soldier,,0.5
sadness,soldier,,0.5
positive,solid,,0.5
trust,solidarity,,0.5
positive,solidity,,0.5
trust,solidity,,0.5
positive,solution,,0.5
positive,solvency,,0.5
negative,somatic,,0.5
surprise,somatic,,0.5
negative,somber,,0.5
sadness,somber,,0.5
anticipation,sonar,,0.5
positive,sonar,,0.5
positive,sonata,,0.5
joy,sonnet,,0.5
positive,sonnet,,0.5
sadness,sonnet,,0.5
joy,sonorous,,0.5
positive,sonorous,,0.5
disgust,soot,,0.5
negative,soot,,0.5
positive,soothe,,0.5
joy,soothing,,0.5
positive,soothing,,0.5
trust,soothing,,0.5
anticipation,sorcery,,0.5
fear,sorcery,,0.5
negative,sorcery,,0.5
surprise,sorcery,,0.5
anger,sordid,,0.5
disgust,sordid,,0.5
fear,sordid,,0.5
negative,sordid,,0.5
sadness,sordid,,0.5
anger,sore,,0.5
negative,sore,,0.5
sadness,sore,,0.5
negative,sorely,,0.5
sadness,sorely,,0.5
disgust,soreness,,0.5
negative,soreness,,0.5
sadness,soreness,,0.5
fear,sorrow,,0.5
negative,sorrow,,0.5
sadness,sorrow,,0.5
negative,sorrowful,,0.5
sadness,sorrowful,,0.5
positive,sorter,,0.5
fear,sortie,,0.5
negative,sortie,,0.5
disgust,soulless,,0.5
fear,soulless,,0.5
negative,soulless,,0.5
sadness,soulless,,0.5
fear,soulmate,,0.5
negative,soulmate,,0.5
anticipation,soundness,,0.5
joy,soundness,,0.5
positive,soundness,,0.5
trust,soundness,,0.5
positive,soup,,0.5
disgust,sour,,0.5
negative,sour,,0.5
trust,sovereign,,0.5
anticipation,spa,,0.5
joy,spa,,0.5
positive,spa,,0.5
surprise,spa,,0.5
trust,spa,,0.5
positive,spacious,,0.5
joy,spaniel,,0.5
positive,spaniel,,0.5
trust,spaniel,,0.5
anger,spank,,0.5
